gender,city_category,occupation,stay_years,marital_status,purchase_amount,quantity,product_category,payment_method,age_group
M,B,15,1,0,183.58,5,Esportes,Dinheiro,51-55
M,A,6,1,0,168.08,3,Eletronicos,PIX,26-35
F,C,17,0,1,251.55,1,Alimentos,Dinheiro,55+
M,B,9,1,0,307.97,3,Brinquedos,Dinheiro,36-45
M,B,4,2,0,316.29,3,Esportes,PIX,26-35
F,B,17,3,0,352.27,2,Beleza,PIX,55+
F,C,11,1,1,150.05,1,Roupas,PIX,51-55
M,B,16,2,1,277.11,5,Esportes,PIX,55+
F,B,9,1,0,545.15,5,Roupas,Cartao_Credito,51-55
F,B,2,4,0,178.58,4,Roupas,Dinheiro,18-25
F,A,14,2,0,326.0,1,Casa,Cartao_Debito,46-50
F,C,2,0,1,480.92,5,Beleza,PIX,36-45
M,A,13,3,0,252.31,3,Esportes,Cartao_Credito,46-50
F,B,8,1,0,495.18,3,Eletronicos,Cartao_Credito,36-45
M,B,16,4,0,161.96,5,Esportes,PIX,46-50
F,A,18,1,0,687.51,3,Beleza,Cartao_Credito,55+
F,B,8,4,0,502.44,2,Beleza,Cartao_Credito,46-50
M,B,18,3,0,417.13,2,Casa,Cartao_Debito,46-50
M,B,2,0,0,792.26,5,Eletronicos,Cartao_Credito,18-25
F,A,2,3,1,331.09,3,Casa,Cartao_Credito,36-45
F,C,20,3,0,278.46,3,Beleza,PIX,51-55
M,C,12,2,1,919.22,3,Casa,PIX,51-55
F,B,9,0,0,1217.38,2,Casa,Cartao_Debito,26-35
F,B,3,2,0,266.12,3,Esportes,Boleto,26-35
M,A,6,3,0,376.81,5,Alimentos,Cartao_Credito,26-35
M,A,14,0,1,755.23,1,Esportes,Cartao_Credito,51-55
M,B,17,1,1,384.95,5,Esportes,Cartao_Credito,51-55
F,C,19,3,0,576.37,2,Casa,PIX,51-55
M,C,8,2,1,644.35,2,Casa,Cartao_Credito,36-45
F,B,9,4,1,287.9,1,Casa,Cartao_Debito,51-55
M,C,3,1,0,518.82,4,Brinquedos,Dinheiro,0-17
F,B,1,3,1,401.93,2,Roupas,Cartao_Debito,36-45
M,A,9,2,0,194.39,3,Eletronicos,PIX,36-45
M,B,12,1,0,222.79,3,Casa,PIX,51-55
F,A,2,4,1,272.75,4,Alimentos,Dinheiro,26-35
M,C,8,3,0,704.23,5,Esportes,Cartao_Credito,36-45
M,B,13,2,0,718.25,3,Alimentos,Cartao_Credito,51-55
F,B,17,1,0,632.67,1,Beleza,Cartao_Debito,51-55
F,B,19,4,1,525.35,4,Beleza,Cartao_Credito,51-55
F,C,7,0,1,516.82,1,Beleza,Cartao_Credito,36-45
M,B,8,0,0,476.53,5,Brinquedos,Cartao_Debito,36-45
F,B,18,0,0,515.2,2,Eletronicos,Cartao_Credito,51-55
F,A,14,3,0,536.58,4,Casa,Cartao_Credito,51-55
M,C,5,0,1,173.7,1,Casa,Dinheiro,46-50
M,B,14,3,1,251.1,3,Alimentos,Dinheiro,55+
F,A,3,0,0,217.6,4,Brinquedos,Cartao_Credito,36-45
M,C,9,3,1,783.9,4,Casa,PIX,51-55
F,A,6,3,1,1088.4,1,Roupas,Boleto,26-35
F,B,20,4,0,109.79,1,Beleza,PIX,51-55
F,B,0,1,0,1031.62,5,Esportes,Cartao_Debito,18-25
M,B,17,0,0,424.98,3,Esportes,Cartao_Credito,51-55
M,B,5,3,1,740.73,5,Eletronicos,Boleto,51-55
M,A,0,2,1,546.69,1,Brinquedos,Cartao_Credito,18-25
M,A,13,4,0,957.42,3,Casa,Cartao_Credito,36-45
F,A,14,0,0,457.53,3,Alimentos,Boleto,51-55
F,A,2,2,0,178.03,5,Beleza,PIX,26-35
M,C,0,0,0,378.64,4,Esportes,Cartao_Debito,18-25
M,B,2,2,0,549.71,4,Roupas,PIX,0-17
F,B,8,0,0,354.4,2,Esportes,Dinheiro,26-35
M,B,2,3,1,598.63,5,Roupas,Cartao_Credito,36-45
M,C,14,3,1,387.84,2,Eletronicos,Cartao_Debito,55+
M,A,1,0,0,282.22,2,Esportes,Cartao_Debito,0-17
F,A,16,2,1,210.27,4,Casa,Boleto,55+
M,B,18,2,1,318.91,5,Alimentos,Cartao_Credito,51-55
F,B,15,3,1,456.11,5,Casa,Cartao_Debito,55+
M,C,19,2,1,124.51,1,Eletronicos,PIX,51-55
F,C,19,2,1,252.64,5,Roupas,Cartao_Debito,55+
M,C,0,4,0,121.75,2,Esportes,PIX,0-17
M,A,7,2,1,278.59,2,Casa,Cartao_Debito,46-50
M,A,15,4,0,827.48,5,Esportes,Cartao_Credito,51-55
M,A,7,4,1,198.01,5,Esportes,Cartao_Credito,36-45
M,C,15,4,0,615.17,2,Esportes,Cartao_Credito,46-50
M,C,16,4,0,2228.97,1,Esportes,Cartao_Credito,51-55
M,C,20,3,0,964.99,2,Esportes,Cartao_Credito,55+
M,A,6,2,0,437.08,3,Alimentos,PIX,26-35
F,C,7,2,0,675.23,1,Beleza,Cartao_Credito,26-35
M,B,0,1,1,177.36,2,Alimentos,PIX,18-25
F,C,5,4,1,156.95,1,Roupas,Dinheiro,51-55
F,B,5,3,0,410.44,5,Alimentos,PIX,18-25
M,A,9,4,0,512.43,2,Eletronicos,Cartao_Debito,36-45
F,A,8,3,0,777.93,2,Alimentos,Boleto,46-50
F,C,17,2,0,286.79,3,Esportes,PIX,55+
F,B,16,1,1,453.07,1,Alimentos,Cartao_Credito,51-55
M,B,15,4,1,443.84,3,Casa,Cartao_Credito,51-55
M,B,0,3,0,372.85,5,Eletronicos,Cartao_Credito,0-17
M,B,9,4,0,386.26,5,Casa,Boleto,26-35
M,C,15,2,1,241.57,2,Eletronicos,Dinheiro,55+
F,A,5,2,1,477.15,1,Alimentos,PIX,36-45
F,A,8,0,0,453.52,4,Beleza,Boleto,26-35
M,C,15,0,1,309.82,5,Beleza,Dinheiro,55+
F,B,16,3,0,601.52,5,Alimentos,Cartao_Credito,51-55
M,A,17,1,0,747.47,3,Alimentos,Cartao_Debito,55+
F,A,9,0,1,605.72,3,Roupas,Cartao_Credito,46-50
M,A,8,3,1,215.84,4,Brinquedos,Cartao_Credito,36-45
F,A,8,3,0,428.28,4,Casa,Cartao_Debito,26-35
F,A,14,0,1,233.49,4,Casa,Dinheiro,55+
M,A,8,2,0,427.49,2,Esportes,PIX,36-45
M,C,8,2,1,234.04,5,Casa,PIX,51-55
F,C,3,0,0,868.09,1,Roupas,Dinheiro,26-35
M,C,10,3,1,645.48,1,Alimentos,Cartao_Debito,51-55
M,B,4,1,1,805.77,4,Casa,Cartao_Debito,46-50
F,B,11,4,1,758.27,3,Beleza,Cartao_Credito,51-55
F,C,18,0,1,342.97,3,Roupas,Cartao_Debito,55+
M,C,16,4,1,312.51,5,Esportes,PIX,55+
M,B,10,0,0,1147.15,5,Alimentos,PIX,46-50
M,A,20,3,1,365.38,4,Eletronicos,Boleto,55+
F,B,20,3,0,178.98,1,Roupas,Cartao_Debito,51-55
M,B,9,2,1,738.4,1,Esportes,Cartao_Credito,51-55
M,B,16,1,0,439.78,1,Alimentos,Cartao_Credito,55+
M,A,7,0,1,995.82,4,Esportes,Cartao_Debito,51-55
F,C,18,1,0,466.74,4,Beleza,PIX,51-55
M,B,7,3,1,398.62,4,Casa,PIX,55+
F,B,5,3,0,1007.95,1,Alimentos,Cartao_Credito,26-35
F,A,2,0,0,160.28,2,Beleza,Cartao_Credito,18-25
F,C,17,0,0,283.95,2,Beleza,Boleto,51-55
F,C,6,2,1,236.89,4,Casa,Dinheiro,46-50
F,A,17,2,0,108.09,1,Beleza,Cartao_Credito,55+
F,B,1,4,0,681.23,5,Beleza,Cartao_Credito,18-25
M,B,10,3,0,288.75,1,Esportes,Cartao_Debito,51-55
F,C,8,2,0,694.52,3,Eletronicos,Cartao_Credito,26-35
M,A,9,2,1,509.51,5,Alimentos,Cartao_Credito,51-55
M,C,3,3,0,580.73,1,Eletronicos,Dinheiro,18-25
F,B,1,2,0,306.97,4,Brinquedos,Cartao_Debito,0-17
F,A,7,3,0,255.05,3,Roupas,Cartao_Debito,26-35
F,A,9,0,0,425.75,5,Beleza,Cartao_Debito,26-35
M,A,16,4,1,700.29,3,Eletronicos,Cartao_Credito,51-55
M,A,9,4,0,391.42,5,Eletronicos,Cartao_Credito,18-25
M,B,5,2,0,264.76,3,Casa,Dinheiro,0-17
M,C,5,2,1,196.49,1,Esportes,PIX,46-50
M,A,12,2,1,456.0,4,Casa,PIX,51-55
M,C,9,4,0,289.33,5,Esportes,PIX,18-25
M,A,18,0,1,386.43,3,Esportes,Cartao_Credito,51-55
F,B,9,1,1,349.58,5,Esportes,Cartao_Credito,46-50
M,C,11,3,0,309.0,5,Esportes,Dinheiro,26-35
F,C,1,3,1,481.2,4,Alimentos,PIX,36-45
F,B,4,1,0,562.68,4,Beleza,PIX,18-25
M,C,17,0,0,1311.82,3,Eletronicos,Cartao_Credito,51-55
M,A,7,2,1,635.73,5,Alimentos,Cartao_Credito,46-50
M,A,8,3,1,1049.65,2,Esportes,Cartao_Credito,36-45
F,B,12,3,1,246.86,3,Roupas,Cartao_Debito,55+
M,A,1,0,0,154.38,1,Eletronicos,PIX,26-35
M,B,10,0,0,399.95,1,Esportes,Cartao_Credito,26-35
F,A,7,1,1,675.07,3,Beleza,Cartao_Credito,36-45
F,C,3,2,0,614.43,4,Roupas,PIX,18-25
M,C,8,0,1,834.5,1,Esportes,Dinheiro,36-45
M,C,9,0,0,88.06,1,Roupas,Dinheiro,26-35
M,C,3,2,0,855.59,1,Beleza,Cartao_Credito,18-25
M,A,11,1,0,493.38,3,Esportes,Cartao_Credito,46-50
M,A,15,3,1,159.75,2,Casa,Cartao_Debito,51-55
F,B,5,0,0,622.73,1,Alimentos,Cartao_Credito,26-35
F,B,20,4,1,446.61,4,Beleza,Cartao_Debito,51-55
M,B,12,0,1,507.11,3,Casa,Cartao_Debito,51-55
F,B,16,2,0,734.7,1,Roupas,Cartao_Credito,51-55
M,B,1,4,0,522.26,4,Esportes,Cartao_Debito,18-25
F,A,16,3,1,166.72,5,Alimentos,Cartao_Credito,55+
F,B,7,4,0,370.25,3,Brinquedos,Cartao_Debito,36-45
F,B,14,0,0,152.84,5,Beleza,Cartao_Debito,51-55
F,B,16,3,1,595.52,3,Alimentos,Cartao_Credito,55+
M,C,5,0,0,933.35,1,Alimentos,Dinheiro,26-35
M,B,5,3,1,191.55,1,Alimentos,Cartao_Debito,36-45
M,C,1,1,0,269.65,1,Eletronicos,PIX,18-25
M,C,12,3,0,237.6,2,Alimentos,Dinheiro,36-45
F,A,16,0,1,307.25,2,Beleza,Cartao_Debito,55+
M,B,8,4,1,516.7,3,Esportes,Cartao_Credito,46-50
F,B,3,2,0,309.25,3,Esportes,Dinheiro,18-25
M,B,6,2,1,596.76,5,Esportes,Cartao_Debito,46-50
M,A,8,2,1,764.5,1,Eletronicos,Boleto,46-50
M,C,19,0,0,781.38,5,Alimentos,Boleto,46-50
F,C,2,1,0,206.25,2,Roupas,Dinheiro,18-25
F,A,7,3,0,926.63,5,Alimentos,Cartao_Credito,36-45
M,A,13,4,1,972.28,1,Esportes,Cartao_Credito,55+
M,A,4,4,1,1024.14,1,Esportes,Cartao_Credito,36-45
F,C,18,2,0,366.98,1,Beleza,PIX,46-50
M,B,19,1,1,256.95,2,Casa,Boleto,51-55
F,A,7,2,1,223.51,5,Alimentos,Cartao_Credito,46-50
M,C,15,2,1,208.29,3,Casa,Dinheiro,51-55
M,B,15,1,1,406.27,1,Alimentos,PIX,55+
M,B,14,1,0,670.96,4,Casa,Cartao_Credito,46-50
M,B,3,4,0,883.54,3,Esportes,PIX,18-25
M,B,1,1,1,301.47,4,Alimentos,PIX,26-35
M,B,7,0,0,394.17,4,Esportes,Cartao_Debito,0-17
F,A,2,3,0,378.98,4,Beleza,Cartao_Credito,18-25
M,B,6,3,1,275.57,1,Casa,Cartao_Debito,46-50
M,C,13,1,1,627.32,3,Brinquedos,Cartao_Credito,51-55
M,B,12,3,1,501.55,4,Esportes,PIX,55+
M,C,4,4,1,439.26,3,Esportes,Boleto,36-45
F,B,0,4,1,500.19,5,Roupas,PIX,26-35
M,C,4,3,0,583.63,5,Esportes,Dinheiro,26-35
F,A,9,2,0,580.14,5,Casa,Cartao_Debito,26-35
M,C,16,0,0,243.94,2,Casa,Cartao_Debito,51-55
F,A,7,2,1,690.76,3,Roupas,Cartao_Debito,51-55
M,A,6,4,1,470.23,5,Beleza,PIX,36-45
F,A,11,4,1,310.83,2,Casa,Cartao_Debito,51-55
M,A,1,3,1,464.3,4,Esportes,Cartao_Credito,36-45
M,C,4,4,1,496.05,2,Casa,Dinheiro,36-45
F,C,0,2,0,772.07,1,Eletronicos,Boleto,18-25
F,C,11,0,1,215.36,2,Beleza,Boleto,51-55
F,A,9,2,1,893.36,5,Roupas,Cartao_Credito,46-50
M,C,12,1,1,409.08,5,Casa,Dinheiro,46-50
F,C,12,4,0,297.77,5,Roupas,PIX,36-45
F,B,8,3,1,292.35,2,Casa,Dinheiro,46-50
F,B,18,2,0,221.22,4,Casa,PIX,51-55
M,B,19,1,0,141.95,2,Esportes,Boleto,51-55
F,A,2,0,0,605.73,1,Beleza,Boleto,0-17
F,B,19,0,0,1324.16,2,Roupas,Cartao_Credito,46-50
F,C,4,1,1,152.85,1,Roupas,Boleto,36-45
M,A,5,1,0,228.09,4,Esportes,PIX,26-35
M,B,11,1,0,633.3,4,Casa,Cartao_Credito,36-45
F,B,0,4,1,392.53,1,Roupas,Cartao_Credito,26-35
M,C,7,3,1,665.58,1,Eletronicos,PIX,36-45
F,C,4,2,1,379.54,3,Beleza,Cartao_Debito,26-35
M,C,10,0,0,284.75,1,Esportes,PIX,46-50
M,B,17,4,0,352.3,5,Casa,PIX,55+
F,B,19,3,1,96.62,3,Eletronicos,Cartao_Credito,55+
M,B,4,2,0,203.14,3,Esportes,PIX,18-25
M,B,11,2,1,712.63,1,Eletronicos,PIX,55+
F,A,9,2,0,824.8,4,Casa,Cartao_Credito,36-45
F,B,8,4,0,937.95,4,Beleza,Cartao_Debito,18-25
F,C,13,3,1,525.59,4,Casa,Cartao_Credito,51-55
M,B,20,2,0,104.2,3,Casa,Dinheiro,51-55
M,C,8,3,1,275.61,2,Esportes,PIX,51-55
F,B,1,4,0,893.18,1,Beleza,PIX,18-25
M,B,19,1,1,1068.31,2,Alimentos,Cartao_Debito,51-55
M,A,19,4,0,913.78,3,Alimentos,Cartao_Debito,51-55
M,A,6,3,0,350.11,1,Casa,Cartao_Debito,18-25
M,B,10,0,1,184.21,1,Alimentos,PIX,51-55
F,B,18,4,1,393.71,2,Casa,Cartao_Credito,55+
F,A,10,3,1,407.03,1,Roupas,Cartao_Debito,51-55
F,A,10,1,1,1032.09,1,Casa,Cartao_Credito,51-55
M,A,19,1,0,462.51,3,Alimentos,Cartao_Debito,51-55
M,C,17,4,1,407.49,4,Casa,Cartao_Debito,55+
M,C,10,4,1,421.62,3,Alimentos,PIX,51-55
M,B,3,0,1,512.82,1,Esportes,Cartao_Debito,26-35
M,A,9,3,0,587.49,2,Esportes,Cartao_Credito,36-45
M,A,14,0,1,261.2,1,Alimentos,PIX,55+
M,A,5,1,0,213.88,4,Esportes,Cartao_Debito,0-17
F,B,11,2,0,918.13,2,Roupas,Cartao_Credito,36-45
F,A,13,1,0,150.71,2,Beleza,Cartao_Debito,51-55
M,B,1,2,1,1077.77,5,Alimentos,PIX,36-45
M,C,11,2,0,128.2,3,Esportes,Dinheiro,36-45
F,B,15,2,0,284.09,4,Brinquedos,PIX,46-50
F,C,4,4,1,722.79,2,Roupas,Cartao_Credito,46-50
F,A,11,0,0,403.51,5,Beleza,Cartao_Debito,26-35
M,A,14,3,0,183.11,4,Esportes,Dinheiro,46-50
F,C,0,1,1,521.06,3,Beleza,Cartao_Credito,18-25
M,B,13,0,1,419.98,3,Alimentos,Cartao_Debito,51-55
M,B,5,2,0,354.38,4,Casa,Cartao_Debito,26-35
M,C,8,1,0,277.45,1,Esportes,Dinheiro,36-45
M,B,13,0,0,395.14,2,Eletronicos,Cartao_Credito,46-50
M,B,0,2,1,284.53,4,Alimentos,Dinheiro,36-45
M,B,0,4,0,1738.4,3,Eletronicos,Cartao_Debito,0-17
F,A,9,2,0,349.32,4,Roupas,PIX,36-45
M,A,19,3,0,322.38,3,Esportes,Boleto,51-55
M,A,0,0,0,291.49,1,Esportes,PIX,0-17
M,C,16,0,1,1171.65,4,Esportes,PIX,55+
M,B,1,1,0,150.89,4,Esportes,Dinheiro,18-25
M,A,10,3,1,500.53,2,Esportes,PIX,46-50
M,A,9,4,0,349.47,4,Esportes,Cartao_Debito,36-45
M,B,9,0,0,171.74,2,Beleza,Cartao_Debito,26-35
F,C,1,2,0,246.79,1,Beleza,Boleto,0-17
F,A,15,1,0,487.93,1,Beleza,Cartao_Credito,46-50
M,B,5,3,0,240.17,5,Esportes,Boleto,18-25
F,C,16,1,1,471.41,2,Beleza,Cartao_Debito,51-55
F,C,13,2,1,1138.53,3,Alimentos,Cartao_Debito,55+
F,C,11,4,1,446.91,2,Alimentos,Boleto,55+
F,A,6,2,0,168.66,4,Beleza,PIX,18-25
F,A,13,3,0,242.72,4,Beleza,PIX,36-45
F,B,20,3,1,339.94,5,Alimentos,Cartao_Debito,55+
F,A,19,2,1,326.57,5,Roupas,Cartao_Credito,51-55
M,C,19,1,1,441.96,5,Casa,Cartao_Credito,55+
M,A,4,4,1,486.61,2,Alimentos,Cartao_Debito,36-45
M,B,12,1,1,1139.47,3,Casa,Cartao_Credito,55+
M,C,8,4,1,402.53,2,Alimentos,Cartao_Debito,36-45
M,C,20,4,1,202.08,4,Eletronicos,PIX,55+
M,B,19,2,1,806.16,4,Eletronicos,Boleto,55+
F,C,18,4,0,860.76,2,Beleza,Dinheiro,55+
F,A,3,3,0,463.81,5,Alimentos,Cartao_Credito,26-35
F,B,6,3,1,347.99,2,Beleza,Boleto,46-50
M,A,14,0,1,586.12,5,Eletronicos,Cartao_Credito,51-55
M,C,15,0,1,355.44,5,Casa,PIX,55+
F,C,7,0,1,117.52,1,Roupas,PIX,51-55
F,A,2,0,1,565.71,2,Eletronicos,Cartao_Debito,36-45
F,A,2,4,0,689.08,2,Eletronicos,Cartao_Credito,18-25
F,B,14,0,0,957.81,5,Alimentos,Cartao_Credito,51-55
F,A,9,0,0,260.22,4,Eletronicos,Boleto,26-35
M,C,10,4,1,462.06,1,Esportes,Dinheiro,46-50
M,A,17,1,1,468.1,5,Alimentos,PIX,55+
M,C,0,4,0,424.63,2,Eletronicos,Dinheiro,0-17
F,B,15,4,0,432.21,2,Beleza,PIX,46-50
F,B,5,2,0,412.52,1,Casa,Cartao_Credito,26-35
M,A,19,4,1,458.08,1,Casa,PIX,55+
F,C,20,4,0,629.17,3,Alimentos,Cartao_Credito,55+
M,B,10,0,1,838.97,1,Esportes,Cartao_Credito,46-50
M,B,6,0,0,256.26,1,Brinquedos,Boleto,18-25
M,B,4,1,0,363.81,4,Esportes,Cartao_Credito,26-35
M,C,3,2,1,313.07,2,Casa,Cartao_Debito,46-50
F,C,20,3,1,287.32,4,Casa,PIX,51-55
M,C,3,0,1,152.99,5,Esportes,Dinheiro,36-45
F,B,9,0,0,409.33,1,Beleza,Boleto,36-45
F,C,10,1,0,537.86,4,Beleza,Cartao_Credito,46-50
M,A,14,1,0,367.58,1,Esportes,Cartao_Credito,46-50
M,C,17,4,1,401.27,4,Alimentos,Dinheiro,51-55
F,B,11,1,0,518.56,2,Alimentos,PIX,46-50
M,B,15,4,1,940.74,1,Alimentos,Cartao_Credito,55+
F,C,11,0,0,313.61,2,Roupas,PIX,36-45
M,C,9,0,1,199.74,2,Casa,Dinheiro,46-50
F,B,3,4,0,382.12,4,Roupas,Cartao_Credito,18-25
F,B,4,1,1,1249.05,4,Beleza,Cartao_Debito,36-45
M,C,9,0,1,201.03,4,Beleza,PIX,55+
M,C,0,2,0,595.91,1,Esportes,Dinheiro,0-17
F,C,6,0,1,808.15,5,Roupas,PIX,36-45
M,A,9,0,0,97.58,3,Alimentos,PIX,46-50
M,B,9,2,1,516.01,1,Casa,PIX,46-50
M,C,17,2,1,579.43,5,Alimentos,Cartao_Credito,46-50
M,C,20,2,0,343.64,4,Eletronicos,Cartao_Debito,55+
F,C,15,2,0,273.73,1,Alimentos,PIX,55+
F,B,1,0,0,283.04,3,Beleza,Dinheiro,18-25
M,B,8,1,1,331.25,5,Casa,Dinheiro,46-50
F,B,15,1,0,336.55,4,Alimentos,Cartao_Debito,51-55
M,C,12,1,1,300.53,1,Casa,Dinheiro,55+
M,A,9,2,1,328.1,4,Casa,Cartao_Credito,51-55
F,B,9,1,1,824.25,1,Beleza,Cartao_Credito,36-45
F,C,8,3,1,194.68,2,Roupas,PIX,51-55
M,C,12,4,0,141.25,1,Casa,Boleto,46-50
M,B,3,3,1,832.2,4,Esportes,Cartao_Debito,18-25
M,C,10,1,1,359.53,5,Eletronicos,PIX,46-50
F,A,4,2,0,319.6,1,Casa,PIX,0-17
M,A,14,2,1,377.39,4,Alimentos,Cartao_Credito,55+
M,B,18,3,0,457.4,2,Esportes,Cartao_Credito,51-55
F,A,10,1,0,294.59,4,Alimentos,Cartao_Credito,36-45
M,C,8,0,1,546.51,1,Esportes,Cartao_Credito,26-35
M,C,19,3,0,226.48,2,Esportes,PIX,55+
M,A,13,3,1,336.6,2,Casa,Cartao_Credito,51-55
M,C,8,0,0,106.82,5,Alimentos,Dinheiro,46-50
M,B,0,3,1,815.13,1,Esportes,PIX,26-35
F,C,0,0,0,362.98,3,Eletronicos,Boleto,18-25
F,C,4,3,1,603.09,1,Brinquedos,Cartao_Credito,36-45
F,B,4,3,1,536.97,3,Brinquedos,Cartao_Credito,36-45
F,A,15,0,1,561.09,4,Beleza,Cartao_Credito,55+
M,A,10,3,1,401.55,4,Eletronicos,Cartao_Credito,51-55
M,B,20,0,1,509.25,1,Alimentos,PIX,55+
F,C,11,1,0,226.61,4,Beleza,PIX,26-35
M,B,18,3,1,199.8,2,Casa,PIX,55+
F,B,11,1,1,379.68,4,Alimentos,Dinheiro,55+
F,A,7,4,0,268.31,5,Roupas,Cartao_Credito,36-45
M,C,15,4,0,948.88,1,Eletronicos,Boleto,46-50
M,B,9,4,1,505.27,2,Esportes,Cartao_Credito,46-50
M,C,5,0,0,262.46,5,Esportes,Boleto,26-35
M,B,9,0,1,342.78,1,Eletronicos,PIX,46-50
M,A,13,0,0,436.94,2,Eletronicos,Cartao_Credito,51-55
M,A,7,2,1,387.3,3,Brinquedos,Cartao_Credito,36-45
F,B,14,2,1,474.87,5,Roupas,Cartao_Credito,51-55
F,B,20,3,1,420.39,2,Alimentos,Dinheiro,55+
F,C,8,1,1,175.14,2,Beleza,PIX,46-50
M,C,6,0,1,110.99,4,Alimentos,Dinheiro,36-45
M,A,8,3,1,322.41,1,Esportes,Cartao_Credito,46-50
M,B,17,3,0,564.7,2,Eletronicos,Boleto,55+
M,A,3,3,1,324.6,2,Casa,Cartao_Credito,36-45
F,A,20,1,1,847.2,3,Beleza,Cartao_Credito,55+
M,C,8,2,0,392.24,3,Eletronicos,Dinheiro,26-35
M,C,17,4,0,910.79,2,Casa,Cartao_Credito,51-55
F,C,16,3,1,805.24,2,Alimentos,Cartao_Credito,51-55
M,A,16,4,1,758.07,5,Casa,Cartao_Credito,55+
M,B,19,2,0,195.96,5,Alimentos,PIX,46-50
M,B,3,0,0,407.6,5,Esportes,Dinheiro,0-17
F,C,12,3,0,840.22,4,Roupas,Cartao_Credito,36-45
F,B,2,2,1,475.04,3,Casa,Dinheiro,36-45
M,C,6,0,1,562.63,2,Eletronicos,Boleto,36-45
F,A,0,0,0,175.43,1,Beleza,Dinheiro,0-17
F,B,14,1,0,1275.73,3,Casa,Cartao_Credito,46-50
F,C,12,0,0,250.93,3,Beleza,Cartao_Debito,46-50
M,B,15,3,0,121.92,4,Eletronicos,Boleto,51-55
M,B,3,3,1,326.79,1,Esportes,PIX,36-45
F,B,6,1,0,92.9,5,Beleza,PIX,36-45
M,C,14,0,1,210.38,1,Esportes,Boleto,51-55
F,A,17,0,0,1872.64,2,Beleza,Cartao_Credito,51-55
F,C,18,4,0,321.17,2,Roupas,Dinheiro,55+
M,B,1,1,1,171.28,5,Alimentos,PIX,36-45
F,B,8,0,1,409.6,4,Casa,Dinheiro,46-50
F,B,0,3,0,235.41,1,Roupas,Dinheiro,0-17
F,A,17,4,1,677.7,5,Alimentos,Cartao_Credito,55+
M,C,2,0,1,236.58,4,Esportes,Cartao_Debito,46-50
F,C,17,4,0,474.58,1,Casa,Boleto,51-55
M,C,3,3,1,202.71,4,Esportes,Dinheiro,26-35
F,C,0,1,1,1918.73,1,Beleza,Cartao_Credito,36-45
F,B,18,3,1,545.76,3,Casa,Boleto,55+
F,B,9,2,0,369.7,1,Roupas,Cartao_Debito,26-35
M,C,8,3,0,338.4,1,Brinquedos,PIX,26-35
M,A,13,0,1,289.41,3,Alimentos,Boleto,55+
M,C,5,1,1,255.56,4,Casa,Dinheiro,46-50
M,B,14,3,1,251.38,3,Alimentos,Dinheiro,55+
M,B,9,4,0,1104.33,2,Esportes,PIX,26-35
F,B,5,0,1,289.58,3,Casa,PIX,36-45
M,B,8,1,0,112.43,1,Casa,Cartao_Debito,36-45
F,A,0,3,0,200.42,1,Roupas,Dinheiro,0-17
F,B,6,4,1,703.9,1,Casa,Cartao_Credito,46-50
M,B,12,3,1,346.75,1,Casa,PIX,51-55
F,A,2,3,0,372.24,4,Beleza,Cartao_Debito,0-17
F,A,2,1,0,813.94,4,Beleza,Cartao_Credito,18-25
M,B,13,0,1,253.08,1,Casa,Cartao_Credito,46-50
M,B,8,3,1,589.6,3,Esportes,Cartao_Debito,51-55
F,C,2,3,0,270.23,3,Beleza,Dinheiro,18-25
F,A,15,2,1,569.94,1,Roupas,Cartao_Credito,55+
F,B,16,2,1,319.04,5,Beleza,Cartao_Credito,55+
F,A,0,1,1,349.0,5,Beleza,Cartao_Credito,18-25
F,B,4,2,1,659.89,4,Alimentos,PIX,46-50
M,B,7,1,0,631.95,5,Eletronicos,Cartao_Credito,18-25
F,B,15,2,1,365.31,3,Beleza,PIX,55+
M,B,1,0,1,304.0,5,Eletronicos,PIX,18-25
F,B,16,3,0,1053.09,3,Casa,Cartao_Credito,51-55
M,A,6,1,0,574.56,1,Esportes,Cartao_Credito,18-25
M,B,2,3,0,319.04,1,Esportes,Dinheiro,18-25
F,B,18,2,1,272.64,5,Alimentos,Cartao_Debito,51-55
M,B,1,4,1,746.16,3,Eletronicos,Cartao_Credito,18-25
F,B,2,1,0,432.35,4,Roupas,Cartao_Credito,0-17
M,C,19,1,1,365.72,1,Esportes,Dinheiro,46-50
F,B,10,1,0,432.24,3,Beleza,Boleto,36-45
F,A,9,3,0,494.07,1,Beleza,Cartao_Debito,36-45
M,A,14,0,0,389.94,2,Eletronicos,Boleto,36-45
F,A,13,3,0,830.65,1,Beleza,Cartao_Credito,51-55
M,B,12,4,1,858.86,2,Casa,Cartao_Credito,55+
F,C,0,3,1,555.09,4,Roupas,Cartao_Credito,18-25
F,C,11,0,0,920.42,1,Beleza,PIX,36-45
F,B,5,2,1,405.49,1,Casa,PIX,36-45
M,A,16,2,0,610.45,4,Brinquedos,Cartao_Credito,51-55
M,C,10,1,1,737.06,1,Alimentos,Cartao_Debito,55+
F,A,2,2,1,743.54,3,Beleza,Cartao_Credito,36-45
F,B,18,3,1,698.96,5,Roupas,Cartao_Credito,55+
M,C,5,4,1,589.17,4,Eletronicos,PIX,46-50
M,B,5,1,0,1305.42,1,Esportes,Cartao_Debito,36-45
M,A,19,1,0,291.83,1,Esportes,Dinheiro,55+
F,A,16,1,0,367.55,4,Beleza,Cartao_Credito,51-55
